Radionuclide	U-238
Route of Intake	Ingestion
Material	Soluble forms, fA=2E-2
AMTD/AMAD, µm	-

Committed Effective Dose per Predicted Content in an Organ or Excreta Sample (Dose per Content Functions z(t)), Sv/Bq
Time, days	Whole Body (Th-234)	Urine (24-hour sample)	Faeces (24-hour sample)	Alimentary Tract* (Th-234)	Skeleton* (Th-234)	Liver* (Th-234)
220	1.3E-4	2.7E-1	8.7E-2	4.9E-2	1.3E-4	5.4E-3	9.9E-2
230	1.3E-4	2.8E-1	9.0E-2	5.1E-2	1.4E-4	5.4E-3	1.0E-1
240	1.3E-4	2.8E-1	9.3E-2	5.3E-2	1.4E-4	5.5E-3	1.0E-1
250	1.4E-4	2.9E-1	9.6E-2	5.4E-2	1.4E-4	5.5E-3	1.0E-1
260	1.4E-4	2.9E-1	1.0E-1	5.6E-2	1.5E-4	5.5E-3	1.0E-1
270	1.4E-4	3.0E-1	1.0E-1	5.8E-2	1.5E-4	5.5E-3	1.0E-1
280	1.4E-4	3.1E-1	1.1E-1	6.0E-2	1.5E-4	5.6E-3	1.0E-1
290	1.5E-4	3.1E-1	1.1E-1	6.2E-2	1.5E-4	5.6E-3	1.1E-1
300	1.5E-4	3.2E-1	1.1E-1	6.5E-2	1.6E-4	5.6E-3	1.1E-1
310	1.5E-4	3.2E-1	1.2E-1	6.7E-2	1.6E-4	5.6E-3	1.1E-1
320	1.6E-4	3.3E-1	1.2E-1	6.9E-2	1.6E-4	5.7E-3	1.1E-1
330	1.6E-4	3.4E-1	1.3E-1	7.2E-2	1.7E-4	5.7E-3	1.1E-1
340	1.6E-4	3.4E-1	1.3E-1	7.4E-2	1.7E-4	5.7E-3	1.1E-1
350	1.6E-4	3.5E-1	1.4E-1	7.7E-2	1.7E-4	5.7E-3	1.1E-1
360	1.7E-4	3.5E-1	1.4E-1	7.9E-2	1.7E-4	5.8E-3	1.1E-1
365	1.7E-4	3.6E-1	1.4E-1	8.1E-2	1.8E-4	5.8E-3	1.1E-1
370	1.7E-4	3.6E-1	1.5E-1	8.2E-2	1.8E-4	5.8E-3	1.1E-1
380	1.7E-4	3.7E-1	1.5E-1	8.5E-2	1.8E-4	5.8E-3	1.1E-1
390	1.7E-4	3.7E-1	1.6E-1	8.8E-2	1.8E-4	5.8E-3	1.1E-1
400	1.8E-4	3.8E-1	1.6E-1	9.1E-2	1.9E-4	5.9E-3	1.2E-1
410	1.8E-4	3.8E-1	1.7E-1	9.4E-2	1.9E-4	5.9E-3	1.2E-1
420	1.8E-4	3.9E-1	1.7E-1	9.7E-2	1.9E-4	5.9E-3	1.2E-1
430	1.9E-4	4.0E-1	1.8E-1	1.0E-1	2.0E-4	5.9E-3	1.2E-1
440	1.9E-4	4.0E-1	1.9E-1	1.0E-1	2.0E-4	5.9E-3	1.2E-1
450	1.9E-4	4.1E-1	1.9E-1	1.1E-1	2.0E-4	6.0E-3	1.2E-1
460	1.9E-4	4.1E-1	2.0E-1	1.1E-1	2.1E-4	6.0E-3	1.2E-1
470	2.0E-4	4.2E-1	2.1E-1	1.2E-1	2.1E-4	6.0E-3	1.2E-1
480	2.0E-4	4.3E-1	2.2E-1	1.2E-1	2.1E-4	6.0E-3	1.2E-1
490	2.0E-4	4.3E-1	2.2E-1	1.2E-1	2.1E-4	6.0E-3	1.2E-1
500	2.1E-4	4.4E-1	2.3E-1	1.3E-1	2.2E-4	6.0E-3	1.2E-1
